paper_id,title,doi,journal_id,publication_date,publication_year,volume,issue,abstract,keywords,pdf_url,citation_count
55,A new criterion based on the distribution of cluster onsets for interpreting acoustic emission data signals: three case studies in structural and process monitoring,10.1007/s10044-025-01523-9,6,2025-08-09,2025,Volume 28,Issue 3,"Structural health monitoring relies on non-destructive techniques such as acoustic emission that generate large amounts of data over the lifespan of systems. Clustering methods are used to interpret these data and gain insights into damage progression and mechanisms. Conventional methods for evaluating clustering results utilise clustering validity indices (CVI) that prioritise compact and separable clusters. This paper introduces a novel approach based on the temporal sequence of cluster onsets, indicating the initial appearance of potential damage and allowing for early detection of defect initiation. The proposed CVI is based on the Kullback–Leibler divergence and can incorporate prior information about damage onsets when available. Three experiments on real-world datasets validate the effectiveness of the proposed method. The first benchmark focuses on detecting the loosening of bolted plates under vibration, where the onset-based CVI outperforms the conventional approach in both cluster quality and the accuracy of bolt loosening detection. The results demonstrate not only superior cluster quality but also unmatched precision in identifying cluster onsets, whether during uniform or accelerated damage growth. The two additional applications stem from industrial contexts. The first focuses on micro-drilling of hard materials using electrical discharge machining, demonstrating, for the first time, that the proposed criterion can effectively retrieve electrode progression to the reference depth, thus validating the setting of the machine to ensure structural integrity. The final application involves damage understanding in a composite/metal hybrid joint structure, where the cluster timeline is used to establish a scenario leading to critical failure due to slippage.  ","Clustering validity index, Acoustic emission, Clusters timeline, Structural health monitoring",https://link.springer.com/article/10.1007/s10044-025-01523-9,0
56,SCSP-YOLO: a method for detecting surface defects on strip steel,10.1007/s10044-025-01530-w,6,2025-08-09,2025,Volume 28,Issue 3,"Reliable defect detection plays a vital role in preserving the quality and safety of strip steel. Traditional manual inspection is time-consuming, labor-intensive, and prone to inconsistencies, while many existing automated approaches suffer from high false detection rate, high miss rate, and slow processing speed. To address the challenges, this paper proposes SCSP-YOLO, an improved YOLOv5s-based algorithm for strip surface defect detection. First, a CSPDConv module has been introduced to substitute the C3 module in YOLOv5’s backbone feature extraction, improving performance, which enhances the feature extraction capability in low-resolution images. Second, the improved spatial pyramid pooling-fast structure broadens the sensory field through multi-gradient flow and effectively preserves semantic information across different scales, thereby improving the performance of multiscale feature fusion. Lastly, designed to address poor-quality anchor frames, the Wise-IoU loss function improves both stability and accuracy in detection tasks. On the NEU-DET dataset, SCSP-YOLO demonstrates an average precision of 80.1%, marking a 5.2% improvement over YOLOv5s.The frames per second reaches 104, which balances between the accuracy and speed of the algorithm. Therefore, the proposed algorithm can better satisfy the needs of practical industrial inspection.  ","Surface defect detection, YOLOv5s, Low-resolution object, SCSP-YOLO",https://link.springer.com/article/10.1007/s10044-025-01530-w,0
57,Sentiment aware kernel mapping recommender system for Amazon product recommendations,10.1007/s10044-025-01521-x,6,2025-08-07,2025,Volume 28,Issue 3,"Recommender systems help address information overload in domains such as e-commerce, entertainment, travel, education, and social media. Their major objective is to generate personalized recommendations that help users find relevant items. However, cold start and data sparsity issues hinder the model’s ability to understand user preferences accurately. Moreover, quantitative ratings alone do not capture the full spectrum of user sentiment, hence, to increase the reliability of recommender systems, analyzing user-generated textual reviews can provide deeper insights into user opinions. From this perspective, we have exploited user sentiment analysis in kernel mapping recommender systems referred to as KSR. Specifically, we propose a sentiment-based kernel mapping recommender that applies sentiment analysis to user reviews. Instead of traditional rating-based matrices, we construct user and item-level kernels over sentiment-enriched user-product matrices. The proposed KSR learns the multi-linear mapping between encoded vectors of user-product associations and the probability density function that determines the user’s sentiments toward products. In the second stage, we integrate quantitative ratings with sentiment information using both additive and multiplicative modeling approaches within the KSR. The proposed model is validated on three different product datasets from Amazon including Food, Software, and Music Reviews. The findings indicate that the proposed sentiment-based KSR model outperforms the original KMR method by achieving the best MAE error of 0.3306 and precision@20 score of 75.44% respectively.  ","Recommender systems, Kernel mapping algorithms, Sentiment analysis, Sentiment kernels, Natural language processing, Textual feedback",https://link.springer.com/article/10.1007/s10044-025-01521-x,0
58,Fast maritime horizon line tracking with on-off region-of-interest control,10.1007/s10044-025-01527-5,6,2025-07-31,2025,Volume 28,Issue 3,"Detecting and tracking the horizon line in maritime videos is crucial for various applications, such as navigation and situational awareness. Many existing algorithms for horizon line detection are highly accurate and perform well in maritime environments. However, most of these algorithms require substantial computational resources, making real-time processing impractical, particularly for large video frames. This paper presents a fast horizon line tracking algorithm that changes the region-of-interest (ROI) with an on-off control approach in each new frame. To enhance tracking accuracy, a new error metric is introduced and its Z-score is calculated to determine whether to use the full frame or ROI. The proposed method demonstrates significant improvement in processing speed while preserving accuracy. Specifically, in the Singapore On-board dataset videos, the proposed method doubled the processing speed while achieving a median positional and angular error of 1.03 pixels and 0.15 degrees, respectively. In the more challenging Buoy dataset, the total processing speed is increased by 27.1% compared to full-frame processing, with a low median positional and angular error of 0.99 pixels and 0.71 degrees, respectively. These results underscore the effectiveness of the adaptive ROI-based approach in achieving fast and accurate horizon line tracking in maritime environments. Additionally, this tracking method can be integrated with any horizon line detection algorithm, enhancing its applicability across different maritime and non-maritime environments. The result videos, showcasing the outcomes of this research, are available at https://doi.org/10.5281/zenodo.15369479.  ","Horizon tracking, Region-of-interest, Image processing, Maritime videos, On-off control",https://link.springer.com/article/10.1007/s10044-025-01527-5,0
59,Hierarchical Windowed Graph Attention Transformer Encoder and a Large Scale Dataset for Indian Sign Language Recognition,10.1007/s10044-025-01529-3,6,2025-07-30,2025,Volume 28,Issue 3,"Sign Language (SL) recognition is a crucial task in computer vision research to identify signs from the articulation of hand shapes, hand gestures, body movements and facial expressions. Building robust SL recognition systems requires large-scale datasets with accurate labels. However, such datasets are scarce for Indian Sign Language (ISL). This paper addresses this gap by introducing a large-scale dataset of isolated ISL signs. The dataset encompasses 2002 frequently used words in the deaf community, signed by 20 deaf adult signers and contains 40033 isolated videos. We split the dataset into train, validation and test sets with no signer intersection for benchmarking models. We follow the keypoint-based approach and report the results of some existing models on this dataset. Traditional architectures process spatial and temporal features sequentially. We introduce a novel keypoint-based model called the Hierarchical Windowed Graph Attention Transformer Encoder (HWGATE) that simultaneously aggregates spatial and temporal features using a unified spatio-temporal graph. Additionally, it enhances robustness through keypoint grouping. This model achieves an accuracy of  ","Indian sign language, Isolated sign language dataset, Sign language recognition, Graph attention network",https://link.springer.com/article/10.1007/s10044-025-01529-3,0
60,Lyolo: a lightweight object detection algorithm integrating label enhancement for high-quality prediction boxes,10.1007/s10044-025-01528-4,6,2025-07-23,2025,Volume 28,Issue 3,"In the field of object detection, most researchers overlook the relationship between predicted bounding boxes and ground truth boxes. Moreover, the downsampling of conventional convolution reduces image resolution, often sacrificing some details and edge information, impacting the precise determination of object positions. Meanwhile, the feature extraction capability of the backbone network in enhancement algorithms is crucial for the detection performance of the entire model. To address these issues, this paper proposes a high-quality prediction box based object detection algorithm LYOLO. It suppresses low-quality prediction boxes and enhances high-quality ones, devising a Label Enhancement (LE) strategy to effectively adjust the weights of positive and negative samples. Meanwhile, a lightweight downsampling method (Down) and a lightweight Feature Enhancement (FE) mechanism are designed. The former enlarges the receptive field to improve the model’s ability to determine object positions, and the latter further allocates feature weights to generate stronger feature representations for the backbone network. Experimental results on the VOC and COCO datasets demonstrate that LYOLO, across all sizes, performs exceptionally well. It achieves the highest accuracy with the lowest number of parameters and computational complexity while maintaining low latency. For example, LYOLOn achieves an mAP_0.5 of 82.0% on the VOC dataset with only 2.28M parameters. Compared to the baseline model YOLO11n, it reduces the number of parameters by 11.9% while improving mAP_0.5 by 3.0%. In comparison with YOLOv8n, YOLOv9t, and YOLOv10n, LYOLOn achieves mAP_0.5 improvements of 3.4%, 2.3%, and 3.1%, respectively. The code and datasets used in this article can be obtained from https://github.com/lingzhiy/LYOLO.  ","Object detection, Label enhancement, Downsampling, Feature enhancement",https://link.springer.com/article/10.1007/s10044-025-01528-4,0
61,Affective annotation of videos from EEG-based crowdsourcing,10.1007/s10044-025-01476-z,6,2025-07-23,2025,Volume 28,Issue 3,"Enriching multimedia content with affective metadata unlocks opportunities for innovative and enhanced user experiences in recommendation systems, multimedia retrieval, and many other applications. However, it is really challenging to accurately decode human affect. On the one hand, manual procedures for affective annotation are labour-intensive and hardly scalable. On the other hand, content-based approaches rely on the assumption that affective experiences (1) are directly related to the content, (2) are homogeneous for a particular content, and (3) ignore the subjective nature of affective responses. Recent advancements in brain-computer interfacing (BCI) signifies the prospect of partially automating affective annotation by decoding natural affective experiences toward the content. We consider affective annotation of videos based on brainsourcing: crowdsourced affective reactions from brain signals, recorded while participants were watching videos. Our experiments are based on two popular datasets (DEAP and SEED) and three crowdsourcing models. Crowdsourcing models can support affective annotation for all videos in the SEED dataset and most videos in the DEAP dataset. For both datasets and crowdsourcing models, the performance of affective annotation increases with the crowd size and shows increased confidence of the classifiers with larger crowd sizes. For example, the average classification accuracy for binary valence in DEAP is less than 60% for the individual predictions, but increases up to about 70% for a crowd size of six participants and get to about 80% for fourteen participants. Our findings open avenues for utilizing data captured via BCI for understanding and annotating content according to its users’ affective experiences.  ","Affective decoding, Videos, BCI, EEG, Crowdsourcing",https://link.springer.com/article/10.1007/s10044-025-01476-z,0
62,Multi-stage Bayesian Prototype Refinement with feature weighting for few-shot classification,10.1007/s10044-025-01520-y,6,2025-07-18,2025,Volume 28,Issue 3,"Few-shot classification endeavors to recognize a query sample by leveraging a limited amount of support data, with prototype classifiers being frequently applied. While the prototype classifier is simple and non-parametric, it fails to fully leverage the prior information from the support samples, resulting in prototype bias. To address this, we introduce the Multi-stage Bayesian Prototype Refinement with Feature Weighting (MBPRFW). In our approach, we begin by implementing a feature weighting module to adjust the influence of each support sample. The adjusted features are then used as prior information to build the Bayesian prototype classifier, enabling the model to place greater emphasis on the most important aspects of the data. Ultimately, we incorporate a multi-stage inference strategy, in which the most distant support samples are filtered out at each stage. Through sample filtering, prototype representations and their associated classification scores undergo systematic recalibration. Therefore, we implement multi-stage Bayesian inference to effectively optimize conventional prototype classifiers. Comprehensive experiments corroborate the effectiveness of our strategy, demonstrating substantial improvement of the model’s discriminative capability in few-shot classification scenarios. The source code of this study is available at: https://github.com/CharlesXu2004/MBPRFW.  ","Few-shot classification, Feature weighting, Bayesian inference, Reliable prototype",https://link.springer.com/article/10.1007/s10044-025-01520-y,0
63,Taming diffusion model for exemplar-based image translation,10.1007/s41095-023-0371-3,7,2024-07-24,2024,Volume 10,Issue 6,"Exemplar-based image translation involves converting semantic masks into photorealistic images that adopt the style of a given exemplar. However, most existing GAN-based translation methods fail to produce photorealistic results. In this study, we propose a new diffusion model-based approach for generating high-quality images that are semantically aligned with the input mask and resemble an exemplar in style. The proposed method trains a conditional denoising diffusion probabilistic model (DDPM) with a SPADE module to integrate the semantic map. We then used a novel contextual loss and auxiliary color loss to guide the optimization process, resulting in images that were visually pleasing and semantically accurate. Experiments demonstrate that our method outperforms state-of-the-art approaches in terms of both visual quality and quantitative metrics.  ","exempler, image translation, denoising diffusion probabilistic model (DDPM)",https://link.springer.com/article/10.1007/s41095-023-0371-3,0
64,Temporal vectorized visibility for direct illumination of animated models,10.1007/s41095-023-0339-3,7,2024-05-29,2024,Volume 10,Issue 6,"Direct illumination rendering is an important technique in computer graphics. Precomputed radiance transfer algorithms can provide high quality rendering results in real time, but they can only support rigid models. On the other hand, ray tracing algorithms are flexible and can gracefully handle animated models. With NVIDIA RTX and the AI denoiser, we can use ray tracing algorithms to render visually appealing results in real time. Visually appealing though, they can deviate from the actual one considerably. We propose a visibility-boundary edge oriented infinite triangle bounding volume hierarchy (BVH) traversal algorithm to dynamically generate visibility in vector form. Our algorithm utilizes the properties of visibility-boundary edges and infinite triangle BVH traversal to maximize the efficiency of the vector form visibility generation. A novel data structure, temporal vectorized visibility, is proposed, which allows visibility in vector form to be shared across time and further increases the generation efficiency. Our algorithm can efficiently render close-to-reference direct illumination results. With the similar processing time, it provides a visual quality improvement around 10 dB in terms of peak signal-to-noise ratio (PSNR) w.r.t. the ray tracing algorithm reservoir-based spatiotemporal importance resampling (ReSTIR).  ","visibility, visibility-boundary edge, line sampling, ray tracing",https://link.springer.com/article/10.1007/s41095-023-0339-3,0
65,Geometry-aware 3D pose transfer using transformer autoencoder,10.1007/s41095-023-0379-8,7,2024-03-22,2024,Volume 10,Issue 6,"3D pose transfer over unorganized point clouds is a challenging generation task, which transfers a source’s pose to a target shape and keeps the target’s identity. Recent deep models have learned deformations and used the target’s identity as a style to modulate the combined features of two shapes or the aligned vertices of the source shape. However, all operations in these models are point-wise and independent and ignore the geometric information on the surface and structure of the input shapes. This disadvantage severely limits the generation and generalization capabilities. In this study, we propose a geometry-aware method based on a novel transformer autoencoder to solve this problem. An efficient self-attention mechanism, that is, cross-covariance attention, was utilized across our framework to perceive the correlations between points at different distances. Specifically, the transformer encoder extracts the target shape’s local geometry details for identity attributes and the source shape’s global geometry structure for pose information. Our transformer decoder efficiently learns deformations and recovers identity properties by fusing and decoding the extracted features in a geometry attentional manner, which does not require corresponding information or modulation steps. The experiments demonstrated that the geometry-aware method achieved state-of-the-art performance in a 3D pose transfer task. The implementation code and data are available at https://github.com/SEULSH/Geometry-Aware-3D-Pose-Transfer-Using-Transformer-Autoencoder.  ","3D pose transfer, geometry-aware, transformer autoencoder, cross-variance attention",https://link.springer.com/article/10.1007/s41095-023-0379-8,0
66,HoLens: A visual analytics design for higher-order movement modeling and visualization,10.1007/s41095-023-0392-y,7,2024-09-21,2024,Volume 10,Issue 6,"Higher-order patterns reveal sequential multistep state transitions, which are usually superior to origin-destination analyses that depict only firstorder geospatial movement patterns. Conventional methods for higher-order movement modeling first construct a directed acyclic graph (DAG) of movements and then extract higher-order patterns from the DAG. However, DAG-based methods rely heavily on identifying movement keypoints, which are challenging for sparse movements and fail to consider the temporal variants critical for movements in urban environments. To overcome these limitations, we propose HoLens, a novel approach for modeling and visualizing higher-order movement patterns in the context of an urban environment. HoLens mainly makes twofold contributions: First, we designed an auto-adaptive movement aggregation algorithm that self-organizes movements hierarchically by considering spatial proximity, contextual information, and temporal variability. Second, we developed an interactive visual analytics interface comprising well-established visualization techniques, including the H-Flow for visualizing the higher-order patterns on the map and the higher-order state sequence chart for representing the higher-order state transitions. Two real-world case studies demonstrate that the method can adaptively aggregate data and exhibit the process of exploring higher-order patterns using HoLens. We also demonstrate the feasibility, usability, and effectiveness of our approach through expert interviews with three domain experts.  ","data visualization, movement modeling, state sequence visualization, movement visualization, urban visual analytics",https://link.springer.com/article/10.1007/s41095-023-0392-y,0
67,TrafPS: A shapley-based visual analytics approach to interpret traffic,10.1007/s41095-023-0351-7,7,2024-08-31,2024,Volume 10,Issue 6,"Recent achievements in deep learning (DL) have demonstrated its potential in predicting traffic flows. Such predictions are beneficial for understanding the situation and making traffic control decisions. However, most state-of-the-art DL models are considered “black boxes” with little to no transparency of the underlying mechanisms for end users. Some previous studies attempted to “open the black box” and increase the interpretability of generated predictions. However, handling complex models on large-scale spatiotemporal data and discovering salient spatial and temporal patterns that significantly influence traffic flow remain challenging. To overcome these challenges, we present TrafPS, a visual analytics approach for interpreting traffic prediction outcomes to support decision-making in traffic management and urban planning. The measurements region SHAP and trajectory SHAP are proposed to quantify the impact of flow patterns on urban traffic at different levels. Based on the task requirements from domain experts, we employed an interactive visual interface for the multi-aspect exploration and analysis of significant flow patterns. Two real-world case studies demonstrate the effectiveness of TrafPS in identifying key routes and providing decision-making support for urban planning.  ","data visualization, model interpretation, urban planning, urba visual analytics",https://link.springer.com/article/10.1007/s41095-023-0351-7,0
68,"Physics-based fluid simulation in computer graphics: Survey, research trends, and challenges",10.1007/s41095-023-0368-y,7,2024-04-27,2024,Volume 10,Issue 5,"Physics-based fluid simulation has played an increasingly important role in the computer graphics community. Recent methods in this area have greatly improved the generation of complex visual effects and its computational efficiency. Novel techniques have emerged to deal with complex boundaries, multiphase fluids, gas–liquid interfaces, and fine details. The parallel use of machine learning, image processing, and fluid control technologies has brought many interesting and novel research perspectives. In this survey, we provide an introduction to theoretical concepts underpinning physics-based fluid simulation and their practical implementation, with the aim for it to serve as a guide for both newcomers and seasoned researchers to explore the field of physics-based fluid simulation, with a focus on developments in the last decade. Driven by the distribution of recent publications in the field, we structure our survey to cover physical background; discretization approaches; computational methods that address scalability; fluid interactions with other materials and interfaces; and methods for expressive aspects of surface detail and control. From a practical perspective, we give an overview of existing implementations available for the above methods.  ","computer graphics, physical simulation, fluid simulation, fluid coupling",https://link.springer.com/article/10.1007/s41095-023-0368-y,0
69,Watertight surface reconstruction method for CAD models based on optimal transport,10.1007/s41095-023-0355-3,7,2024-09-21,2024,Volume 10,Issue 5,"Feature-preserving mesh reconstruction from point clouds is challenging. Implicit methods tend to fit smooth surfaces and cannot be used to reconstruct sharp features. Explicit reconstruction methods are sensitive to noise and only interpolate sharp features when points are distributed on feature lines. We propose a watertight surface reconstruction method based on optimal transport that can accurately reconstruct sharp features often present in CAD models. We formalize the surface reconstruction problem by minimizing the optimal transport cost between the point cloud and the reconstructed surface. The algorithm consists of initialization and refinement steps. In the initialization step, the convex hull of the point cloud is deformed under the guidance of a transport plan to obtain an initial approximate surface. Next, the mesh surface was optimized using operations including vertex relocation and edge collapses/flips to obtain feature-preserving results. Experiments demonstrate that our method can preserve sharp features while being robust to noise and missing data.  ","surface reconstruction, feature-preserving, discrete optimal transportation",https://link.springer.com/article/10.1007/s41095-023-0355-3,0
70,FilterGNN: Image feature matching with cascaded outlier filters and linear attention,10.1007/s41095-023-0363-3,7,2024-10-07,2024,Volume 10,Issue 5,"The cross-view matching of local image features is a fundamental task in visual localization and 3D reconstruction. This study proposes FilterGNN, a transformer-based graph neural network (GNN), aiming to improve the matching efficiency and accuracy of visual descriptors. Based on high matching sparseness and coarse-to-fine covisible area detection, FilterGNN utilizes cascaded optimal graph-matching filter modules to dynamically reject outlier matches. Moreover, we successfully adapted linear attention in FilterGNN with post-instance normalization support, which significantly reduces the complexity of complete graph learning from O(N2) to O(N). Experiments show that FilterGNN requires only 6% of the time cost and 33.3% of the memory cost compared with SuperGlue under a large-scale input size and achieves a competitive performance in various tasks, such as pose estimation, visual localization, and sparse 3D reconstruction.  ","image matching, transformer, linear attention, visual localization, sparse reconstruction",https://link.springer.com/article/10.1007/s41095-023-0363-3,0
71,Adaptive sampling and reconstruction for gradient-domain rendering,10.1007/s41095-023-0361-5,7,2024-10-10,2024,Volume 10,Issue 5,"Gradient-domain rendering estimates finite difference gradients of image intensities and reconstructs the final result by solving a screened Poisson problem, which shows improvements over merely sampling pixel intensities. Adaptive sampling is another orthogonal research area that focuses on distributing samples adaptively in the primal domain. However, adaptive sampling in the gradient domain with low sampling budget has been less explored. Our idea is based on the observation that signals in the gradient domain are sparse, which provides more flexibility for adaptive sampling. We propose a deep-learning-based end-to-end sampling and reconstruction framework in gradient-domain rendering, enabling adaptive sampling gradient and the primal maps simultaneously. We conducted extensive experiments for evaluation and showed that our method produces better reconstruction quality than other methods in the test dataset.  ","Gradient-domain rendering, adaptive rendering, Monte Carlo rendering, deep-learning-based Monte Carlo denoising",https://link.springer.com/article/10.1007/s41095-023-0361-5,0
72,Deep panoramic depth prediction and completion for indoor scenes,10.1007/s41095-023-0358-0,7,2024-02-08,2024,Volume 10,Issue 5,"We introduce a novel end-to-end deep-learning solution for rapidly estimating a dense spherical depth map of an indoor environment. Our input is a single equirectangular image registered with a sparse depth map, as provided by a variety of common capture setups. Depth is inferred by an efficient and lightweight single-branch network, which employs a dynamic gating system to process together dense visual data and sparse geometric data. We exploit the characteristics of typical man-made environments to efficiently compress multi-resolution features and find short- and long-range relations among scene parts. Furthermore, we introduce a new augmentation strategy to make the model robust to different types of sparsity, including those generated by various structured light sensors and LiDAR setups. The experimental results demonstrate that our method provides interactive performance and outperforms state-of-the-art solutions in computational efficiency, adaptivity to variable depth sparsity patterns, and prediction accuracy for challenging indoor data, even when trained solely on synthetic data without any fine tuning.  ","machine learning, image processing and computer vision, vision and scene understanding, 3D stereo scene analysis",https://link.springer.com/article/10.1007/s41095-023-0358-0,0
73,Noise-Coded Illumination for Forensic and Photometric Video Analysis,10.1145/3742892,8,2025-06-27,2025,Volume 4,Issue 5,"The proliferation of advanced tools for manipulating video has led to an arms race, pitting those who wish to sow disinformation against those who want to detect and expose it. Unfortunately, time favors the ill-intentioned in this race, with fake videos growing increasingly difficult to distinguish from real ones. At the root of this trend is a fundamental advantage held by those manipulating media: equal access to a distribution of what we consider authentic (i.e., “natural”) video. In this paper, we show how coding very subtle, noise-like modulations into the illumination of a scene can help combat this advantage by creating an information asymmetry that favors verification. Our approach effectively adds a temporal watermark to any video recorded under coded illumination. However, rather than encoding a specific message, this watermark encodes an image of the unmanipulated scene as it would appear lit only by the coded illumination. We show that even when an adversary knows that our technique is being used, creating a plausible coded fake video amounts to solving a second, more difficult version of the original adversarial content creation problem at an information disadvantage. This is a promising avenue for protecting high-stakes settings like public events and interviews, where the content on display is a likely target for manipulation, and while the illumination can be controlled, the cameras capturing video cannot. ","Video forensics, video manipulation, forgery detection, computational illumination",https://dl.acm.org/doi/10.1145/3742892,0
74,NESI: Neural Explicit-Shape-Intersection-Based Geometry Representation,10.1145/3742893,8,2025-07-04,2025,Volume 4,Issue 5,"Compressed representations of 3D shapes that are compact, accurate, and can be processed efficiently directly in compressed form, are extremely useful for digital media applications. Recent approaches in this space focus on learned implicit or parametric representations. While implicits are well suited for tasks such as in-out queries, they lack natural 2D parameterization, complicating tasks such as texture or normal mapping. Conversely, parametric representations support the latter tasks but are ill-suited for occupancy queries. We propose a novel learned alternative to these approaches, based on intersections of localized explicit, or height-field, surfaces. Since explicits can be trivially expressed both implicitly and parametrically, NESI directly supports a wider range of processing operations than implicit alternatives, including occupancy queries and parametric access. We represent input shapes using a collection of differently oriented height-field bounded half-spaces combined using volumetric Boolean intersections. We first tightly bound each input using a pair of oppositely oriented height-fields, forming a Double Height-Field (DHF) Hull. We refine this hull by intersecting it with additional localized height-fields (HFs) that capture surface regions in its interior. We minimize the number of HFs necessary to accurately capture each input and compactly encode both the DHF hull and the local HFs as neural functions defined over subdomains of R^2 . This reduced dimensionality encoding delivers high-quality compact approximations. Given similar parameter count, or storage capacity, NESI significantly reduces approximation error compared to the state-of-the-art, especially at lower parameter counts.","Implicit Surfaces, Explicit Surfaces, Solid Modeling, CSG, Parametric Curves & Surfaces",https://dl.acm.org/doi/10.1145/3742893,0
75,"Exact Predicates, Exact Constructions and Combinatorics for Mesh CSG.",10.1145/3744642,8,2025-07-10,2025,Volume 4,Issue 5,"This article introduces a general mesh intersection algorithm that exactly computes the so-called Weiler model (also called a 3D arrangement) and that uses it to implement boolean operations with arbitrary multi-operand expressions, CSG (constructive solid geometry) and some mesh repair operations. From an input polygon soup, the algorithm first computes the co-refinement, with an exact representation of the intersection points. Then, the decomposition of 3D space into volumetric regions (Weiler model) is constructed, by sorting the facets around the non-manifold intersection edges (radial sort), using specialized exact predicates. Finally, based on the input boolean expression, the triangular facets that belong to the boundary of the result are classified. The main contribution is a 2D Constrained Delaunay Triangulation with exact coordinates that represent the intersections, thanks to two geometric kernels that are proposed, tested and discussed (arithmetic expansions and multi-precision floating-point). As a guiding principle, the combinatorial information shared between each step is kept as simple as possible. It is made possible by treating all the particular cases in the kernel. In particular, triangles with intersections are remeshed using the (uniquely defined) Constrained Delaunay Triangulation, with symbolic perturbations to disambiguate configurations with co-cyclic points. It makes it easy to discard the duplicated triangles that appear when remeshing overlapping facets. The method is tested and compared with previous work, on the existing “thingi10K” dataset (to test co-refinement and mesh repair) and on a new “thingiCSG” dataset made publicly available1 (to test the full CSG pipeline) on a variety of interesting examples featuring different types of “pathologies”. ","mesh intersection, CSG, boolean operation, exact geometric computing, exact predicates, exact constructions",https://dl.acm.org/doi/10.1145/3744642,0
76,Free-form Surface Approximation Using Rotational Patches,10.1145/3744707,8,2025-06-27,2025,Volume 4,Issue 5,"We present a method to approximate free-form surfaces using assemblies of rotational patches for architectural rationalization. Rotational surface patches inherently allow for the simultaneous repetition of multiple building elements along the arc direction. By assembling multiple patches, we can create diverse free-form-like geometries to satisfy broad design intents, while preserving local symmetry to enable cost-effective element fabrication. The main challenge lies in the strict constraint of maintaining local rotational symmetry, while ensuring the final tessellated form is seamless, smooth, and closely resembles the target surface. To address this, we propose a patch layout creation approach that segments the input surface into patches, resembling untrimmed rotational patches within a prescribed error threshold. Additionally, we develop a B-spline-based optimization framework to refine the fitted rotational patches for smooth connections and faithful surface approximation. To facilitate practical architectural applications, we provide a post-processing tool that converts the discrete patch assembly into a seamless, smooth quad mesh composed of locally repeated elements. We demonstrate that our approach is applicable to a variety of free-form surfaces, including those that mimic iconic architectural designs, and can address various practical requirements for a wide range of application scenarios. ","Architectural geometry, rationalization, rotational surface, surface approximation, geometric optimization, fabrication-aware design",https://dl.acm.org/doi/10.1145/3744707,0
77,ReSTIR BDPT: Bidirectional ReSTIR Path Tracing with Caustics,10.1145/3744898,8,2025-09-10,2025,Volume 4,Issue 5,"Recent spatiotemporal resampling algorithms (ReSTIR) accelerate real-time path tracing by reusing samples between pixels and frames. However, existing methods are limited by the sampling quality of path tracing, making them inefficient for scenes with caustics and hard-to-reach lights. We develop a ReSTIR variant incorporating bidirectional path tracing that significantly improves the sampling quality in these scenes. Combining bidirectional path tracing and ReSTIR introduces multiple challenges: the generalized resampled importance sampling (GRIS) behind ReSTIR is, by default, not aware of how a path was sampled, which complicates reuse of bidirectional paths. Light tracing is also challenging since light subpaths can contribute to all pixels. To address these challenges, we apply GRIS in a sampling technique-aware extended path space, design a bidirectional hybrid shift mapping, and introduce caustics reservoirs that can accumulate caustics across frames. Our method takes around 50ms per frame across our test scenes, and achieves significantly lower error compared to prior unidirectional ReSTIR variants running in equal time. ","ReSTIR, real-time path tracing, path tracing",https://dl.acm.org/doi/10.1145/3744898,0
78,Self-supervised Texture Filtering,10.1145/3744899,8,2025-08-07,2025,Volume 4,Issue 5,"Decomposing an image I into the combination of structure S and texture T components is an important problem in computational photography and image analysis. Traditional solutions are basically non-learning based, because it is difficult to construct datasets containing ground-truth decompositions or find effective structure/texture supervisions. In this article, we present a self-supervised framework for smoothing out textures while maintaining the image structures. At the core of our method is a texture-inversion observation — if structure S and texture T are well disentangled, then S-T will produce a texture-inverted image that is symmetric to the input image I=S+T and the two will be visually highly similar, while for other conditions that structure and texture are not effectively separated, the generated texture-inverted images will be less similar to the input. Based on the observation, we propose to learn texture filtering from unlabeled data by encouraging the texture inverted image generated from the filtering output to be visually more similar to the input via contrastive learning. Experiments show that our method can robustly produce high-quality texture smoothing results, and also enables various applications. ","Image smoothing, structure extraction, image decomposition, self-supervised learning, contrastive learning",https://dl.acm.org/doi/10.1145/3744899,0
79,High-Order Continuous Geometrical Validity,10.1145/3745763,8,2025-07-09,2025,Volume 4,Issue 5,"We propose a conservative algorithm to test the geometrical validity of simplicial (triangles, tetrahedra), tensor product (quadrilaterals, hexahedra), and mixed (prisms) elements of arbitrary polynomial order as they deform linearly within a time interval. Our algorithm uses a combination of adaptive Bézier refinement and bisection search to determine if, when, and where the Jacobian determinant of an element’s polynomial geometric map becomes negative in the transition from one configuration to another. In elastodynamic simulation, our algorithm guarantees that the system remains physically valid during the entire trajectory, not only at discrete time steps. Unlike previous approaches, physical validity is preserved even when our method is implemented using floating point arithmetic. Hence, our algorithm is only slightly slower than existing non-conservative methods while providing guarantees and while being an easy drop-in replacement for current validity tests. To prove the practical effectiveness of our algorithm, we demonstrate its use in a high-order Incremental Potential Contact (IPC) elastodynamic simulator and experimentally show that it prevents invalid, simulation-breaking configurations that would otherwise occur using non-conservative methods.","Geometrical validity, high-order finite elements, adaptive quadrature, robust computation",https://dl.acm.org/doi/10.1145/3745763,0
